permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
/organization/a705497c-f54b-ec5d-9d6a-1951de507031,Pitango Venture Capital,http://www.pitango.com,"Developer Tools,E-Commerce,Finance,Financial Services,FinTech,Health Care,Information Technology,Life Science,Quantum Computing,Venture Capital",Biotechnology,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,1,1/1/93,1993-01,1993-Q0,1993,1/1/93,12/10/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/147e556b-267a-8246-b182-cf49cb647639,Ceedo,http://www.ceedo.com,"Cyber Security,Virtualization",Hardware,4500000,NO EXIT,ISR, ,Tel Aviv,Herzliya,1,10/1/05,2005-10,2005-Q3,2005,10/1/05,4/2/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/81774d9b-32f9-a110-0679-4a35eb8866e6,Extreme Reality,http://www.xtr3d.com,"3D Technology,Motion Capture,Software",Hardware,18150000,NO EXIT,ISR, ,Tel Aviv,Herzliya,2,3/1/05,2005-03,2005-Q1,2005,3/1/05,11/26/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,10150000,0,0,0,0
/organization/41e71793-b8b2-51a5-98cb-dd8f7b2e5fdb,Elron Electronic Industries,http://www.elron.com,"Electronics,Information Technology,Medical Device,Robotics,Semiconductor",Consumer Electronics,52000000,EXIT,ISR, ,Tel Aviv,Tel Aviv,1,10/20/61,1961-10,1961-Q3,1961,10/20/61,12/13/06,0,0,0,0,0,0,0,0,0,52000000,0,0,0,0,0,0,0,0,0,0,0
/organization/12317bcb-4ee2-7fce-6ad1-d2ebcec44db2,MetaLink,http://www.mtlk.com,"DSP,Mobile,Telecommunications",Hardware,0,EXIT,ISR, ,HaMerkaz,Yakum,1,1/1/92,1992-01,1992-Q0,1992,1/1/92,8/21/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/a07aaa6e-4571-db6a-4678-4a2c4fa1cae1,SuTree,http://www.sutree.com,"Electronics,Fashion,Video",Clothing and Apparel,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/06,2006-01,2006-Q0,2006,1/1/06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/7786170c-6fe5-95db-e259-697a37d626f5,mPortico,http://www.mportico.com,"Logistics,Mobile",Mobile,3750000,NO EXIT,ISR, ,Tel Aviv,Herzliya,5,10/1/06,2006-10,2006-Q3,2006,10/1/06,5/10/08,950000,950000,0,0,0,0,500000,0,0,0,0,0,0,0,2300000,0,0,0,0,0,0
/organization/e3fd7783-f349-81b2-132f-c7062a37d071,Veritas Venture Partners,http://www.veritasvc.com,"Enterprise,Internet,Venture Capital",Financial Services,0,NO EXIT,ISR, ,HaMerkaz,Ra'anana,0,1/1/90,1990-01,1990-Q0,1990,1/1/90,,0,0,0,0,0,0,0,0,0,0,0,0,0,1631647,10000000,0,0,0,0,0,0
/organization/366c3994-7f70-237a-357b-b830ffd7bd4b,Babylon,http://www.babylon.com,"Language Learning,Publishing,Search Engine,Software",Content and Publishing,0,EXIT,ISR, ,Tel Aviv,Or Yehuda,0,9/4/97,1997-09,1997-Q3,1997,9/4/97,,2425810,2425810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/c31ca649-d2c9-549a-d413-313d4389ec0c,Testuff,http://www.testuff.com,"Developer APIs,Enterprise Software,Service Industry,Software",Other,0,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/44974c34-7435-5e3d-1f5f-70ee942d485a,Magma Venture Partners,http://www.magmavc.com,"Finance,Financial Services,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/99,1999-01,1999-Q0,1999,1/1/99,,0,0,0,0,0,0,0,57283,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b04f6634-a9f2-868d-d26a-fde29ab6a7a9,Wix,http://www.wix.com/,"B2B,Developer Tools,Enterprise Software,Information Technology,Internet,Small and Medium Businesses,Software,Web Design",Design,58500000,EXIT,ISR, ,Tel Aviv,Tel Aviv,4,10/5/06,2006-10,2006-Q3,2006,10/5/06,3/28/11,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,3500000,10000000,40000000,0,0,0,0
/organization/07a1c73f-d680-ed56-38ce-d97a43096314,Yedda (AOL Answers),https://aolanswers.com,"Communities,Social Media,Social Network",Community and Lifestyle,2500000,EXIT,ISR, ,Tel Aviv,Tel Aviv,2,1/1/06,2006-01,2006-Q0,2006,1/1/06,2/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,1900000,0,0,0,0,0,0
/organization/51a37df4-2049-13df-4e08-c1cad2bc292b,eSnips,https://www.haxtax.com,"File Sharing,Social Media,Web Hosting",Internet Services,5000000,EXIT,ISR, ,Tel Aviv,Herzliya,3,1/1/01,2001-01,2001-Q0,2001,1/1/01,5/31/07,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0
/organization/ec482114-a406-3330-1a2a-e0ef7ff37a90,YouLicense,http://youlicense.com,"Music,Online Portals,Social Media",Internet Services,1100000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,3,1/1/07,2007-01,2007-Q0,2007,1/1/07,4/1/09,100000,100000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
/organization/315b5523-1848-6ce4-83b2-296a21d37d36,Israel Seed Partners,http://www.israelseed.com,"Finance,Financial Services,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Yerushalayim,Jerusalem,0,1/1/95,1995-01,1995-Q0,1995,1/1/95,,667676,667676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/ca17699b-2f49-91f4-5863-7216fc07a64e,eToro,https://www.etoro.com/,"Finance,Financial Services,FinTech,Marketplace,Trading Platform",Commerce and Shopping,272700000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,12,1/1/07,2007-01,2007-Q0,2007,1/1/07,12/8/20,0,0,0,0,0,0,0,0,0,0,0,50000000,0,1700000,6300000,2400000,39000000,150000000,0,0,0
/organization/48b6b97e-e5ec-a6d6-1cb0-5d3f74b3f9cd,Cubit Investments,http://www.guygamzu.com,"Finance,FinTech,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,0,1/1/98,1998-01,1998-Q0,1998,1/1/98,,5485000,5485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b1efb776-c85e-3c83-3e4c-c85b80889984,AllofMe,http://www.allofme.com,Software,Software,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,5/1/07,2007-05,2007-Q2,2007,5/1/07,11/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/6fc874b2-5a25-bfca-d336-612afa956c0f,IRSeeK,http://www.irseek.com,Search Engine,Internet Services,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14797799,71748021,125000000,139000000,0,0,0
/organization/4fb1ac49-eaf7-3f9e-e5b1-50c0866c4ab9,Clicktale,http://www.clicktale.com,"Analytics,Business Intelligence,SaaS",Data and Analytics,60000000,EXIT,ISR, ,Tel Aviv,Ramat Gan,5,6/1/06,2006-06,2006-Q2,2006,6/1/06,1/28/15,0,0,0,0,0,5000000,0,0,0,0,0,0,0,3000000,17000000,35000000,0,0,0,0,0
/organization/ed7e846b-7002-4736-9e29-df5aa90ce899,iMedix Inc.,http://www.imedix.com,"Communities,Health Care,Search Engine",Community and Lifestyle,2000000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,1/1/07,2007-01,2007-Q0,2007,1/1/07,12/1/07,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/5e5367e2-82b9-14d1-2423-c0a401b4d6f7,Flixwagon,http://flixwagon.com,"Broadcasting,Mobile,Video,Video Streaming",Content and Publishing,2500000,EXIT,ISR, ,Tel Aviv,Bene Beraq,3,1/1/07,2007-01,2007-Q0,2007,1/1/07,1/1/10,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
/organization/2339f3a6-0ba0-36ff-1f16-d22fd542c761,Oridian,http://www.oridian.com,"Advertising,Internet",Advertising,0,EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/98,1998-01,1998-Q0,1998,1/1/98,,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0
/organization/8ca77695-b2ff-b12e-9e8f-3579fcf70ca6,Cedar Fund,http://www.cedarfund.com,"Analytics,Mobile,Venture Capital",Data and Analytics,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/97,1997-01,1997-Q0,1997,1/1/97,,0,0,0,0,0,200000,0,161455,0,4847343,450000,0,0,0,0,0,0,0,0,0,0
/organization/d6ccac27-97ef-e13e-a6d1-cbac2e8bc1bb,Delver,http://www.delver.com,"Crowdsourcing,Location Based Services,Search Engine,Social Media,Software",Data and Analytics,4000000,EXIT,ISR, ,Tel Aviv,Herzliya,2,1/1/07,2007-01,2007-Q0,2007,1/1/07,7/19/08,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
/organization/e0114ddb-2aac-272f-7422-a140421d1a93,Journeys,http://www.codename-journeys.com,Travel,Travel and Tourism,600000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,5/1/07,2007-05,2007-Q2,2007,5/1/07,5/1/07,600000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/6b8046fa-6cd6-7c50-6609-cecda723cded,PLYmedia,http://www.plymedia.com,"Ad Exchange,Ad Network,Advertising,Information Technology,Media and Entertainment,Mobile Advertising",Advertising,5700000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,3,1/1/06,2006-01,2006-Q0,2006,1/1/06,9/25/15,0,0,0,0,0,0,700000,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
/organization/a71533a9-9d64-e4fa-96c8-2d38cd9abb50,FamCorner,http://mygrandchild.com,"Education,Internet",Education,0,NO EXIT,ISR, ,Yerushalayim,Bet Shemesh,0,6/1/06,2006-06,2006-Q2,2006,6/1/06,,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/00512295-30cd-2ec6-2ded-ea51b3aed16d,Gemini Israel Ventures,http://www.gemini.co.il,"Finance,Financial Services,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/93,1993-01,1993-Q0,1993,1/1/93,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/fb140f9a-d964-1266-d64a-323c72935b95,velingo,http://www.velingo.com,Search Engine,Internet Services,0,NO EXIT,ISR, ,HaMerkaz,Netanya,1,1/1/05,2005-01,2005-Q0,2005,1/1/05,7/1/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/773c4c7c-b956-6f58-226b-875f09f093cd,BRM Capital,http://www.brm.com,"Angel Investment,Finance,Financial Exchanges,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/88,1988-01,1988-Q0,1988,1/1/88,,3000000,3000000,0,0,0,0,0,0,0,0,0,0,0,16000000,45000000,0,0,0,0,0,0
/organization/464c246f-275a-a8a5-1954-3bdf919a715a,Genesis Partners,http://www.genesispartners.com,"Angel Investment,Enterprise,Information and Communications Technology (ICT),Venture Capital",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/96,1996-01,1996-Q0,1996,1/1/96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0
/organization/3d08bbef-f817-b005-13f3-6c52efdf7055,Jerusalem Capital,http://www.jerusalemcapital.ne,"Finance,Financial Services,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Yerushalayim,Jerusalem,0,1/1/96,1996-01,1996-Q0,1996,1/1/96,,0,0,0,0,0,0,362506,0,0,0,0,0,0,1524290,3064171,0,0,0,0,0,0
/organization/025c6083-5e16-268a-2590-8e8141171b1f,Gmul,http://www.gmul.co.il,0,0,0,EXIT,ISR, ,Tel Aviv,Tel Aviv,0,,,,,,,2586905,2586905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/eed4da5c-cddc-47a6-cc2a-c2eab04fd7ec,Bukisa,http://www.bukisa.com,"Audio,Content,Journalism,Photography,Video",Content and Publishing,0,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,0,1/1/08,2008-01,2008-Q0,2008,1/1/08,,350000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/eb6b8bbf-8fd7-3951-241f-8bd0fa783b96,eTeacher Group,http://www.eTeacherGroup.com,"E-Learning,EdTech,Education,Language Learning",Education,0,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,0,11/1/00,2000-011,2000-Q4,2000,11/1/00,,682392,682392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/86c4ad81-f52a-4007-bbad-9319801b9201,PicScout,http://www.picscout.com,"Analytics,Brand Marketing,Developer APIs,Image Recognition,Machine Learning",Artificial Intelligence,0,EXIT,ISR, ,Tel Aviv,Herzliya,0,12/22/02,2002-012,2002-Q4,2002,12/22/02,,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,0,0,0,0,0,0,0
/organization/e5b391d0-85f3-5868-2acb-f5c8c5639188,octabox,http://www.octabox.com,"Collaboration,Fitness,Information Technology,Nutrition",Food and Beverage,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,0,0,0,0,0,0,938982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/aa648af0-c238-3967-ab03-dab864bb4acb,Devunity,http://www.devunity.com,"Developer APIs,Real Time,Social Media",Internet Services,100000,NO EXIT,ISR, ,Tel Aviv,Herzliya,1,8/1/07,2007-08,2007-Q3,2007,8/1/07,1/1/08,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/f5315c43-222f-00a0-2ddd-5a9e24f07013,IShareWeShare,http://www.ishareweshare.com,"Internet,Social Media",Internet Services,0,NO EXIT,ISR, ,Tel Aviv,Gevataym,0,1/1/08,2008-01,2008-Q0,2008,1/1/08,,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b53e0918-b734-6b55-63bd-0c853222f9d0,NewACT,http://www.newact.com,"Developer Platform,Mobile,Product Design",Design,3000000,NO EXIT,ISR, ,HaZafon,Yokneam,1,1/1/06,2006-01,2006-Q0,2006,1/1/06,1/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
/organization/2c4d7f56-93be-0ba1-3c15-12fef1d95cca,LGiLab,http://www.lgilab.com,0,0,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,5/1/06,2006-05,2006-Q2,2006,5/1/06,,158283,158283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/5fbd71d2-0e2c-925d-ef32-ee357ce364fa,YaData,http://www.yadata.com,"Ad Targeting,Advertising,Analytics",Advertising,4300000,EXIT,ISR, ,Tel Aviv,Tel Aviv,2,7/1/05,2005-07,2005-Q2,2005,7/1/05,2/1/07,300000,300000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
/organization/d140721b-10ae-0e89-9d27-84dca947a787,Giza Venture Capital,http://www.gizavc.com,"Angel Investment,Finance,Financial Services,Venture Capital",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/92,1992-01,1992-Q0,1992,1/1/92,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/cea8a82e-1b29-ea8f-9dd2-5a63edd85016,Ofer Hi-Tech,http://www.oferhitech.com,"Angel Investment,Biotechnology,Health Care",Biotechnology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/97,1997-01,1997-Q0,1997,1/1/97,,980850,980850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/0f3ae7bb-e0be-f71f-4d20-cd0debb82579,Essentia Equity,http://www.essentiaequity.com,0,0,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0
/organization/2b3ce658-6153-94b0-2e85-a3b6f445791a,Hotbar,http://www.hotbar.com,"Advertising,Internet,Video",Advertising,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,,,,,,,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/68af3d7c-4188-8d79-f659-a1ac07ae540b,Pidgin Technologies,http://www.pidgintech.com,"Information Technology,Internet",Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,6/1/04,2004-06,2004-Q2,2004,6/1/04,,0,0,0,0,0,0,3000000,0,0,0,0,0,0,3079880,0,0,0,0,0,0,0
/organization/1b3a60ad-06bd-f077-fb53-c492733cfe4e,Feng-GUI,https://feng-gui.com,"Advertising,Predictive Analytics,Service Industry,Software",Advertising,0,NO EXIT,ISR, ,HaMerkaz,Rehovot,0,11/1/09,2009-011,2009-Q4,2009,11/1/09,,0,0,0,0,0,0,0,81868,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/2cd7135a-78d1-d0bc-5445-0bde1dca38f1,modu,http://www.modumobile.com,"Mobile,Telecommunications,Wireless",Hardware,85000000,NO EXIT,ISR, ,HaMerkaz,Kfar Saba,3,1/1/07,2007-01,2007-Q0,2007,1/1/07,1/1/09,0,0,0,0,0,0,0,0,0,0,0,0,0,78000000,0,0,0,0,0,0,0
/organization/9f468824-0b76-fcaa-59a6-4f49e9651ed0,2Win-Solutions,http://www.TicTacDo.com,"Collaboration,Project Management,SaaS,Software,Task Management",Administrative Services,0,NO EXIT,ISR, ,HaMerkaz,Ra'anana,1,1/1/05,2005-01,2005-Q0,2005,1/1/05,1/1/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/c77a4cc3-5ec8-0164-fc5d-dac8ead1309c,Moblica,http://www.moblica.com,Mobile,Mobile,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,7/1/11,2011-07,2011-Q2,2011,7/1/11,,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/12f92519-62cd-f028-c339-db3e0a4dd5e2,Kampyle,http://www.kampyle.com,"Analytics,Customer Service,Enterprise Software",Data and Analytics,1000000,EXIT,ISR, ,Tel Aviv,Ramat Gan,1,4/1/07,2007-04,2007-Q1,2007,4/1/07,1/1/09,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
/organization/5e3d15f2-caf9-8801-6747-4ed227d2fffe,BeInSync,http://www.beinsync.com,"Enterprise Software,File Sharing,Software,Web Hosting",Internet Services,8000000,EXIT,ISR, ,Tel Aviv,Tel Aviv,2,1/1/04,2004-01,2004-Q0,2004,1/1/04,12/11/06,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
/organization/7d969b8e-a2c4-f416-3f92-99a4b127cb13,Eurofund,http://www.eurofund.co.il,0,0,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
/organization/5e5cb250-bf8a-33c7-e788-14f87dff9491,Aviv Venture Capital,http://www.avivvc.com,"Finance,Financial Services,Venture Capital",Financial Services,0,NO EXIT,ISR, ,HaMerkaz,Petah Tiqva,0,1/1/01,2001-01,2001-Q0,2001,1/1/01,,2000000,2000000,0,0,0,0,0,3000000,0,0,0,0,0,7500000,11000000,0,0,0,0,0,0
/organization/c809bf03-acfb-a3d6-3f0c-01c47d7ef5c3,Omgili,http://omgili.com,"Content,Search Engine",Internet Services,600000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,4/1/07,2007-04,2007-Q1,2007,4/1/07,4/1/07,600000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/e444b16f-c825-12f7-a6db-256a43d578ee,FoxyTunes,http://foxytunes.com,"Browser Extensions,Mobile,Music,Search Engine,Social Media,Video,Web Browsers",Internet Services,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,1/1/05,2005-01,2005-Q0,2005,1/1/05,1/1/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/81811ef2-60c6-fbe8-0916-541985ec0a22,LoftCity,http://www.loftcity.com,Public Relations,Sales and Marketing,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,,,,,,,0,0,0,0,0,0,436180,0,0,0,0,0,0,1451210,0,0,0,0,0,0,0
/organization/7b79002d-1720-83f2-8720-84bef71e12e7,Seperia,http://www.seperia.com,"Advertising,App Marketing",Advertising,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,7/1/05,2005-07,2005-Q2,2005,7/1/05,,0,0,0,0,0,0,0,688202,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/538bac4b-0611-eb88-8075-c4cf39d64cc3,SMSOfficer,http://www.smsofficer.com,"Information Technology,Messaging,Mobile,Software",Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/08,2008-01,2008-Q0,2008,1/1/08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/86b966d8-5afe-0e6b-7f16-1908d9bdcead,TripTouch,http://www.triptouch.com,"Events,Travel,Web Design",Design,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,3/27/07,2007-03,2007-Q1,2007,3/27/07,5/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b64a820e-6407-351e-94dd-bc66a4fd53e0,Typemock,https://www.typemock.com,"Enterprise Software,Information Technology,Software,Web Development",Information Technology,1500000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,2,1/1/06,2006-01,2006-Q0,2006,1/1/06,11/1/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/cfa43778-6d0d-7b98-151e-7ec2836a8cc9,Joongel,http://www.joongel.com,"Browser Extensions,Search Engine",Internet Services,100000,NO EXIT,ISR, ,Tel Aviv,Ramat Hasharon,1,1/1/07,2007-01,2007-Q0,2007,1/1/07,10/27/08,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
