uuid,name,type,permalink,cb_url,rank,created_at,updated_at,org_uuid,org_name,org_cb_url,country_code,state_code,region,city,stock_exchange_symbol,stock_symbol,went_public_on,share_price_usd,share_price,share_price_currency_code,valuation_price_usd,valuation_price,valuation_price_currency_code,money_raised_usd,money_raised,money_raised_currency_code
d8702d71-e4a3-bfa5-69ff-6a2e87a7dcbb,,ipo,cimatron-ipo--d8702d71,https://www.crunchbase.com/ipo/cimatron-ipo--d8702d71,35384,6/3/14 9:55,8/3/18 11:06,1dca2e1a-1063-8269-4436-a9e3740f2083,Cimatron,https://www.crunchbase.com/organization/cimatron,ISR,,HaMerkaz,Kefar Shmuel,nasdaq,CIMT,3/29/96,,,,,,,,,
6e009c57-6303-9faf-cfe7-12f114fa910d,,ipo,magic-software-enterprises-ipo--6e009c57,https://www.crunchbase.com/ipo/magic-software-enterprises-ipo--6e009c57,45605,6/5/14 6:50,5/30/18 4:22,5547bede-8593-8e76-2b1a-680408674be4,Magic Software Enterprises,https://www.crunchbase.com/organization/magic-software-enterprises,ISR,,Tel Aviv,Or Yehuda,tlv,MGIC,3/25/10,,,,,,,,,
911c25dc-0562-7ab3-b064-6e5ee174857a,,ipo,mediwound-ipo--911c25dc,https://www.crunchbase.com/ipo/mediwound-ipo--911c25dc,37481,6/6/14 6:18,2/12/18 23:49,5081d7cf-84e0-9a6a-cf0f-12b0a300863c,MediWound,https://www.crunchbase.com/organization/mediwound,ISR,,HaMerkaz,Yavne,nasdaq,MDWD,3/21/14,14,14,USD,,,,70000000,70000000,USD
15b105db-1b36-d61c-a4f6-29bbb68efcff,,ipo,caesarstone-sdot-yam-ipo--15b105db,https://www.crunchbase.com/ipo/caesarstone-sdot-yam-ipo--15b105db,39160,6/10/14 11:44,2/12/18 23:35,554346ea-2d09-e89a-932f-9dbbc007e03c,CaesarStone,https://www.crunchbase.com/organization/caesarstone-sdot-yam,ISR,,HaMerkaz,Talmei Menashe,nasdaq,CSTE,3/22/12,11,11,USD,,,,73200000,73200000,USD
d32646d3-5f57-a448-3796-5355bf734e13,,ipo,xtl-biopharmaceuticals-ltd-ipo--d32646d3,https://www.crunchbase.com/ipo/xtl-biopharmaceuticals-ltd-ipo--d32646d3,35984,6/10/14 12:47,2/12/18 23:35,47c99e0c-76ed-99d0-3df5-71533fb5a2a9,XTL Biopharmaceuticals Ltd.,https://www.crunchbase.com/organization/xtl-biopharmaceuticals-ltd,ISR,,Tel Aviv,Herzliya,nasdaq,XTLB,9/9/05,,,,,,,,,
11ce0e1b-ebc2-5f83-cf3d-80934f02c918,,ipo,biolinerx-ipo--11ce0e1b,https://www.crunchbase.com/ipo/biolinerx-ipo--11ce0e1b,20480,6/10/14 13:16,2/12/18 23:35,55913185-448a-bbcf-302c-ddf4f347a4a3,BiolineRx,https://www.crunchbase.com/organization/biolinerx,ISR,,Yerushalayim,Jerusalem,tlv,BLRX,2/7/07,,,,,,,50000000,50000000,USD
0a344805-6a85-0ffc-4947-1f09b2a71661,,ipo,ituran-ipo--0a344805,https://www.crunchbase.com/ipo/ituran-ipo--0a344805,15212,6/11/14 10:38,2/12/18 23:41,5f3d713a-d6ec-76a4-c119-a1c26d512d84,Ituran,https://www.crunchbase.com/organization/ituran,ISR,,Tel Aviv,Azor,nasdaq,ITRN,9/28/05,13,13,USD,,,,62400000,62400000,USD
1601ce69-d2e2-d08a-b303-976a45dde5b4,,ipo,alon-blue-square-ipo--1601ce69,https://www.crunchbase.com/ipo/alon-blue-square-ipo--1601ce69,16385,6/11/14 12:08,8/9/18 11:25,0fc46778-e737-edfd-f7bb-ba2306ffe94a,Alon Blue Square,https://www.crunchbase.com/organization/alon-blue-square,ISR,,HaMerkaz,Yakum,nyse,BSI,8/9/96,,,,,,,,,
d09d8b7a-c2c6-4b3f-62ea-a7c1205aff66,,ipo,hilan-tech-ipo--d09d8b7a,https://www.crunchbase.com/ipo/hilan-tech-ipo--d09d8b7a,34152,6/23/14 3:36,2/12/18 23:38,cec3239a-008d-a0fc-29ba-0faf900ba69f,Hilan Tech,https://www.crunchbase.com/organization/hilan-tech,ISR,,Tel Aviv,Tel Aviv,tlv,HLAN,2/14/02,,,,,,,,,
01112138-7061-c9bd-4f00-9644182a2e6a,,ipo,d-medical-industries-ipo--01112138,https://www.crunchbase.com/ipo/d-medical-industries-ipo--01112138,39276,6/23/14 8:16,7/9/18 10:27,e23fd7f8-2dc1-d5b8-6a52-53ef98b17181,D Medical Industries,https://www.crunchbase.com/organization/d-medical-industries,ISR,,Hefa,Tirat Carmel,nasdaq,DMED,8/5/10,7,7,USD,,,,10500000,10500000,USD
64afce6d-b813-7f65-c354-fa086baa3c53,,ipo,camtek-ipo--64afce6d,https://www.crunchbase.com/ipo/camtek-ipo--64afce6d,43257,6/23/14 11:32,2/12/18 23:56,80336b4d-a3e5-3691-48c2-28f6c4899abe,Camtek,https://www.crunchbase.com/organization/camtek,ISR,,HaZafon,Migdal Hameq,nasdaq,CAMT,8/4/00,,,,,,,,,
af6f70fb-63d0-0eff-ee93-fbe5f38f323c,,ipo,b-communications-ipo--af6f70fb,https://www.crunchbase.com/ipo/b-communications-ipo--af6f70fb,20982,6/25/14 5:12,2/13/18 0:30,eb6a9016-4e00-1cda-88b2-d7e56d3bf3b5,B Communications,https://www.crunchbase.com/organization/b-communications,ISR,,Tel Aviv,Ramat Gan,nasdaq,BCOM,10/31/07,16,16,USD,,,,106800000,106800000,USD
2f7bad9a-c1dd-c2b2-140f-6fb9270c7a53,,ipo,starlims-ipo--2f7bad9a,https://www.crunchbase.com/ipo/starlims-ipo--2f7bad9a,45918,6/26/14 9:33,7/11/18 11:38,a00e56f8-12db-b513-c0a8-c72d3ca23d9c,STARLIMS,https://www.crunchbase.com/organization/starlims,ISR,,Tel Aviv,Tel Aviv,nasdaq,LIMS,5/24/07,,,,,,,28350000,28350000,USD
2b1cd83e-8388-a568-055f-d74e8d459cea,,ipo,medigus-ipo--2b1cd83e,https://www.crunchbase.com/ipo/medigus-ipo--2b1cd83e,46870,6/30/14 4:16,2/12/18 23:57,d719c545-7ca1-44e3-844f-f98336ea5609,Medigus,https://www.crunchbase.com/organization/medigus,ISR,,HaMerkaz,Omez,tlv,MDGS,2/22/07,,,,,,,,,
d6ba3ccf-c648-3776-e52e-54e0abe9ecf9,,ipo,playtech-ipo--d6ba3ccf,https://www.crunchbase.com/ipo/playtech-ipo--d6ba3ccf,21688,6/30/14 12:48,8/3/18 11:10,a01e8ea1-83be-d6d3-5f6e-5bf7ea14829f,Playtech,https://www.crunchbase.com/organization/playtech,ISR,,Tel Aviv,Tel Aviv,lse,PTEC,3/31/06,,,,,,,,,
bf46220c-fa91-8da2-4b60-abe4086c6925,,ipo,formula-systems-ipo--bf46220c,https://www.crunchbase.com/ipo/formula-systems-ipo--bf46220c,30530,7/3/14 13:27,2/12/18 23:42,eb22e186-028f-a506-44a6-3b79048b5e44,Formula Systems,https://www.crunchbase.com/organization/formula-systems,ISR,,Tel Aviv,Or Yehuda,nasdaq,FORTY,10/31/97,,,,,,,,,
125690ff-a443-9020-835b-f8a26bbb614c,,ipo,omrix-biopharmaceuticals-ipo--125690ff,https://www.crunchbase.com/ipo/omrix-biopharmaceuticals-ipo--125690ff,36777,7/4/14 7:55,7/10/18 11:37,dc60530e-cdee-85ac-0915-2b9147f1aa5f,Omrix Biopharmaceuticals,https://www.crunchbase.com/organization/omrix-biopharmaceuticals,ISR,,Tel Aviv,Qiryat Ono,nasdaq,OMRI,4/21/06,,,,,,,34370000,34370000,USD
85b5500d-ca7e-8236-f455-ffb3314800f1,,ipo,towerjazz-ipo--85b5500d,https://www.crunchbase.com/ipo/towerjazz-ipo--85b5500d,27814,7/4/14 12:07,2/12/18 23:28,5ba9eb3c-603a-115c-72e2-8cb1c1eabe06,TowerJazz,https://www.crunchbase.com/organization/towerjazz,ISR,,HaZafon,Migdal Hameq,tlv,TSEM,2/14/02,,,,,,,,,
3e283d3b-5432-4741-417a-9ea48a0965ea,,ipo,nice-systems-ipo--3e283d3b,https://www.crunchbase.com/ipo/nice-systems-ipo--3e283d3b,42551,7/4/14 13:21,2/12/18 23:32,7e8204a5-a788-d227-7050-48693d979d8a,NICE Systems,https://www.crunchbase.com/organization/nice-systems,ISR,,HaMerkaz,Ra'anana,nasdaq,NICE,2/2/96,,,,,,,,,
3520380f-04be-dbf7-db5b-d96c3477ff2a,,ipo,nova-measuring-instruments-ipo--3520380f,https://www.crunchbase.com/ipo/nova-measuring-instruments-ipo--3520380f,26552,7/7/14 6:53,5/22/20 10:25,71d5b2e1-79f1-ac7a-1366-f75ed014a86a,Nova Measuring Instruments,https://www.crunchbase.com/organization/nova-measuring-instruments,ISR,,HaMerkaz,Rehovot,tlv,NVMI,6/19/02,,,,,,,,,
9f704b38-3990-d33a-de78-dbcb3d74f8b1,,ipo,perion-ipo--9f704b38,https://www.crunchbase.com/ipo/perion-ipo--9f704b38,23661,7/7/14 7:00,2/12/18 23:49,e34d6925-1261-768f-e935-3ef7ace31376,Perion,https://www.crunchbase.com/organization/perion,ISR,,Tel Aviv,Holon,nasdaq,PERI,2/10/06,7,7,USD,63000000,63000000,USD,19000000,19000000,USD
878eb34c-8682-ed13-bf85-b0c7b366b546,,ipo,matomy-ipo--878eb34c,https://www.crunchbase.com/ipo/matomy-ipo--878eb34c,35124,7/8/14 3:22,5/22/20 3:00,8185c55f-7d77-cac8-4753-1f516e98ee54,Matomy,https://www.crunchbase.com/organization/matomy,ISR,,Tel Aviv,Tel Aviv,tlv,MTMY,2/18/16,,,,,,,,,
1117a306-6c48-2088-c707-4a2699ec8a15,,ipo,biocancell-therapeutic-inc-ipo--1117a306,https://www.crunchbase.com/ipo/biocancell-therapeutic-inc-ipo--1117a306,11717,7/8/14 7:03,3/22/21 6:46,e6a649b3-0acb-feaf-78e5-6bf21caf3cf1,Anchiano Therapeutics,https://www.crunchbase.com/organization/biocancell-therapeutic-inc,ISR,,Yerushalayim,Jerusalem,tlv,BICL,8/1/06,,,,,,,,,
27de326b-eb85-ab76-9fc1-24481057839d,,ipo,gilat-satellite-networks-ipo--27de326b,https://www.crunchbase.com/ipo/gilat-satellite-networks-ipo--27de326b,19046,7/11/14 9:21,2/12/18 23:50,10adf1cf-6ec5-4ed4-dc63-3f23fda02ae3,Gilat Satellite Networks,https://www.crunchbase.com/organization/gilat-satellite-networks,ISR,,HaMerkaz,Petah Tiqva,nasdaq,GILT,4/2/93,,,,,,,,,
4bc27be7-005f-09a1-641d-6ccc9724c808,,ipo,lipman-ipo--4bc27be7,https://www.crunchbase.com/ipo/lipman-ipo--4bc27be7,26021,7/11/14 10:56,7/17/18 10:42,42c1acd1-d89f-5970-5545-58fa71031e00,Lipman,https://www.crunchbase.com/organization/lipman,ISR,,HaMerkaz,Rosh Ha'ayin,nasdaq,LPMA,1/29/04,41.6,41.6,USD,,,,124800000,124800000,USD
42709792-3959-3216-8446-ef0643d52167,,ipo,pluristem-therapeutics-ipo--42709792,https://www.crunchbase.com/ipo/pluristem-therapeutics-ipo--42709792,35393,7/14/14 11:55,2/12/18 23:39,527cf7d5-e526-88d4-7cc4-7ed1ee6c42b9,Pluristem Therapeutics,https://www.crunchbase.com/organization/pluristem-therapeutics,ISR,,Hefa,Haifa,nasdaq,PSTI,4/1/03,,,,,,,,,
4556ad04-da43-5e19-34fc-ea504c82c43b,,ipo,pointer-telocation-systems-ipo--4556ad04,https://www.crunchbase.com/ipo/pointer-telocation-systems-ipo--4556ad04,43964,7/14/14 12:33,2/12/18 23:32,aa709173-052a-a670-ca66-613e19e00f3c,Pointer Telocation Systems,https://www.crunchbase.com/organization/pointer-telocation-systems,ISR,,HaMerkaz,Rosh Ha'ayin,nasdaq,PNTR,11/14/97,,,,,,,,,
dbf3931d-5c07-cefc-d5c8-10ac008669e6,,ipo,tikcro-ipo--dbf3931d,https://www.crunchbase.com/ipo/tikcro-ipo--dbf3931d,30470,7/15/14 8:51,2/12/18 23:36,c5927860-3541-41e7-3fc1-a1ace28d0081,Tikcro,https://www.crunchbase.com/organization/tikcro,ISR,,HaMerkaz,Ra'anana,otcqb,TIKRF,1/10/03,,,,,,,,,
396fbbc6-c252-d20e-5a96-b094355a1e5a,,ipo,elbit-imaginh-ltd-ipo--396fbbc6,https://www.crunchbase.com/ipo/elbit-imaginh-ltd-ipo--396fbbc6,40674,7/16/14 6:38,2/12/18 23:14,36f4de5d-bdf1-fada-b78d-e89af5815e20,Elbit Imaging Ltd.,https://www.crunchbase.com/organization/elbit-imaginh-ltd,ISR,,Tel Aviv,Tel Aviv,nasdaq,EMITF,11/6/96,,,,,,,,,
3a2842a6-d7d2-484b-86d1-7b1744d41ded,,ipo,elbit-systems-ipo--3a2842a6,https://www.crunchbase.com/ipo/elbit-systems-ipo--3a2842a6,40769,7/16/14 6:41,2/12/18 23:28,0560994d-cd8d-fe50-2f8e-6cc05e789a7c,Elbit Systems,https://www.crunchbase.com/organization/elbit-systems,ISR,,Hefa,Haifa,nasdaq,ESLT,12/6/96,,,,,,,,,
