uuid,name,type,permalink,cb_url,rank,created_at,updated_at,country_code,state_code,region,city,investment_type,announced_on,raised_amount_usd,raised_amount,raised_amount_currency_code,post_money_valuation_usd,post_money_valuation,post_money_valuation_currency_code,investor_count,org_uuid,org_name,lead_investor_uuids
b63bb689-afaa-f1d2-5463-dae294c4f9d0,Series A - eSnips,funding_round,esnips-series-a--b63bb689,https://www.crunchbase.com/funding_round/esnips-series-a--b63bb689,289634,39401.54925,43143.98134,ISR,,Tel Aviv,Herzliya,series_a,38991,2000000,2000000,USD,,,,1,51a37df4-2049-13df-4e08-c1cad2bc292b,eSnips,00512295-30cd-2ec6-2ded-ea51b3aed16d
3ae66e36-74cc-cbd4-eade-58846d2834d7,Series A - eToro,funding_round,etoro-series-a--3ae66e36,https://www.crunchbase.com/funding_round/etoro-series-a--3ae66e36,390581,39413.52405,43143.99765,ISR,,Tel Aviv,Tel Aviv,series_a,39083,1700000,1700000,USD,,,,6,ca17699b-2f49-91f4-5863-7216fc07a64e,eToro,
13fbb5b2-ea09-0d22-8f23-8c12de6275cd,Seed Round - AllofMe,funding_round,allofme-seed--13fbb5b2,https://www.crunchbase.com/funding_round/allofme-seed--13fbb5b2,394309,39413.60699,43143.97433,ISR,,Tel Aviv,Tel Aviv,seed,39387,,,,,,,3,b1efb776-c85e-3c83-3e4c-c85b80889984,AllofMe,
5fcd1cca-b1d2-9271-ac32-fe39877f858c,Series A - Clicktale,funding_round,clicktale-series-a--5fcd1cca,https://www.crunchbase.com/funding_round/clicktale-series-a--5fcd1cca,348701,39422.36519,43144.02367,ISR,,Tel Aviv,Ramat Gan,series_a,39417,3000000,3000000,USD,,,,1,4fb1ac49-eaf7-3f9e-e5b1-50c0866c4ab9,Clicktale,
3d151517-673a-f4c1-2781-f40fe15f8c5a,Angel Round - iMedix Inc.,funding_round,imedix-angel--3d151517,https://www.crunchbase.com/funding_round/imedix-angel--3d151517,281894,39425.43209,43143.99755,ISR,,Tel Aviv,Tel Aviv,angel,39417,2000000,2000000,USD,,,,,ed7e846b-7002-4736-9e29-df5aa90ce899,iMedix Inc.,
7e59a0a4-13a7-3994-0160-5fbfbdd62e2f,Seed Round - Flixwagon,funding_round,flixwagon-seed--7e59a0a4,https://www.crunchbase.com/funding_round/flixwagon-seed--7e59a0a4,249745,39435.40789,43143.99353,ISR,,Tel Aviv,Bene Beraq,seed,39083,1000000,1000000,USD,,,,,5e5367e2-82b9-14d1-2423-c0a401b4d6f7,Flixwagon,
2f8a7eda-a054-bb2e-6ebe-728b2ea104eb,Series A - Kenshoo,funding_round,kenshoo-series-a--2f8a7eda,https://www.crunchbase.com/funding_round/kenshoo-series-a--2f8a7eda,107990,39450.17892,43410.61433,ISR,,Tel Aviv,Tel Aviv,series_a,39427,1000000,1000000,USD,,,,1,0c90679b-f1f1-1746-0dc3-d8547af02346,Kenshoo,0c867fde-2b9a-df10-fdb9-66b74f355f91
e949cd35-c6e5-ebbb-a5ac-c1dce74fd9fb,Series A - Delver,funding_round,delver-series-a--e949cd35,https://www.crunchbase.com/funding_round/delver-series-a--e949cd35,393535,39461.58841,43143.98167,ISR,,Tel Aviv,Herzliya,series_a,39234,2250000,2250000,USD,,,,1,d6ccac27-97ef-e13e-a6d1-cbac2e8bc1bb,Delver,111c20bc-0812-4a4f-be02-b25a559c9978
94f74779-d1a6-354b-a398-3d6cc98601a9,Seed Round - Journeys,funding_round,journeys-seed--94f74779,https://www.crunchbase.com/funding_round/journeys-seed--94f74779,230089,39461.66245,43143.99432,ISR,,Tel Aviv,Tel Aviv,seed,39203,600000,600000,USD,,,,1,e0114ddb-2aac-272f-7422-a140421d1a93,Journeys,
18092358-0417-982a-e1f4-a911662c7b1b,Seed Round - velingo,funding_round,velingo-seed--18092358,https://www.crunchbase.com/funding_round/velingo-seed--18092358,128367,39475.33394,43143.98818,ISR,,HaMerkaz,Netanya,seed,38899,,,,,,,,fb140f9a-d964-1266-d64a-323c72935b95,velingo,
df3a8dab-9013-4cd5-4800-d73cc13fc8d3,Venture Round - mPortico,funding_round,mportico-series-unknown--df3a8dab,https://www.crunchbase.com/funding_round/mportico-series-unknown--df3a8dab,50636,39483.94769,44251.40127,ISR,,Tel Aviv,Herzliya,series_unknown,39063,,,,,,,2,7786170c-6fe5-95db-e259-697a37d626f5,mPortico,
42521365-13bf-c7aa-7bfc-85feae3dc091,Series A - NewACT,funding_round,newact-series-a--42521365,https://www.crunchbase.com/funding_round/newact-series-a--42521365,312375,39502.88227,43143.99251,ISR,,HaZafon,Yoqne`am `illit,series_a,39083,3000000,3000000,USD,,,,1,b53e0918-b734-6b55-63bd-0c853222f9d0,NewACT,
1beecbb8-3ff1-6247-77a0-c8f1c0b26531,Seed Round - YaData,funding_round,yadata-seed--1beecbb8,https://www.crunchbase.com/funding_round/yadata-seed--1beecbb8,230510,39505.67795,43143.99361,ISR,,Tel Aviv,Tel Aviv,seed,38808,300000,300000,USD,,,,1,5fbd71d2-0e2c-925d-ef32-ee357ce364fa,YaData,
d64dc982-93c3-f628-69a2-69b70a04631b,Series A - YaData,funding_round,yadata-series-a--d64dc982,https://www.crunchbase.com/funding_round/yadata-series-a--d64dc982,297568,39505.69038,43143.96593,ISR,,Tel Aviv,Tel Aviv,series_a,39114,4000000,4000000,USD,,,,2,5fbd71d2-0e2c-925d-ef32-ee357ce364fa,YaData,d140721b-10ae-0e89-9d27-84dca947a787
3ee29e94-496f-3e97-64ef-63631f351d98,Seed Round - eSnips,funding_round,esnips-seed--3ee29e94,https://www.crunchbase.com/funding_round/esnips-seed--3ee29e94,238116,39511.87275,43143.98769,ISR,,Tel Aviv,Herzliya,seed,38687,1000000,1000000,USD,,,,1,51a37df4-2049-13df-4e08-c1cad2bc292b,eSnips,
3e5fb000-da88-e861-9af5-1acff90fab74,Series B - eSnips,funding_round,esnips-series-b--3e5fb000,https://www.crunchbase.com/funding_round/esnips-series-b--3e5fb000,179578,39511.87454,43143.99082,ISR,,Tel Aviv,Herzliya,series_b,39233,2000000,2000000,USD,,,,1,51a37df4-2049-13df-4e08-c1cad2bc292b,eSnips,
57e3a5bf-9faf-2991-7643-924c40a04bea,Series A - modu,funding_round,modu-series-a--57e3a5bf,https://www.crunchbase.com/funding_round/modu-series-a--57e3a5bf,232353,39520.12493,43144.09206,ISR,,HaMerkaz,Kfar Saba,series_a,39234,20000000,20000000,USD,,,,2,2cd7135a-78d1-d0bc-5445-0bde1dca38f1,modu,
ddc54b3a-ab06-d1c3-7d78-cd8b0290b77e,Seed Round - 2Win-Solutions,funding_round,2win-solutions-seed--ddc54b3a,https://www.crunchbase.com/funding_round/2win-solutions-seed--ddc54b3a,299941,39524.62785,43143.95965,ISR,,HaMerkaz,Ra'anana,seed,39448,,,,,,,,9f468824-0b76-fcaa-59a6-4f49e9651ed0,2Win-Solutions,
bceb1d5c-d720-3f9c-f52a-9c6514abc5d9,Series A - BeInSync,funding_round,beinsync-series-a--bceb1d5c,https://www.crunchbase.com/funding_round/beinsync-series-a--bceb1d5c,222306,39534.21693,43143.98106,ISR,,Tel Aviv,Tel Aviv,series_a,38362,3000000,3000000,USD,,,,2,5e3d15f2-caf9-8801-6747-4ed227d2fffe,BeInSync,"5e5cb250-bf8a-33c7-e788-14f87dff9491,7d969b8e-a2c4-f416-3f92-99a4b127cb13"
78394e25-7e27-5a0b-89e4-ad84267756e3,Venture Round - BeInSync,funding_round,beinsync-series-unknown--78394e25,https://www.crunchbase.com/funding_round/beinsync-series-unknown--78394e25,355139,39534.2244,43143.99012,ISR,,Tel Aviv,Tel Aviv,series_unknown,39062,5000000,5000000,USD,,,,3,5e3d15f2-caf9-8801-6747-4ed227d2fffe,BeInSync,ac216201-72f9-e5bd-beba-d9b8f1bd15d8
322f236d-715a-302d-88d8-6c712c8839a9,Venture Round - Ceedo,funding_round,ceedo-technologies-series-unknown--322f236d,https://www.crunchbase.com/funding_round/ceedo-technologies-series-unknown--322f236d,315351,39535.77611,43143.9938,ISR,,Tel Aviv,Herzliya,series_unknown,39174,4500000,4500000,USD,,,,1,147e556b-267a-8246-b182-cf49cb647639,Ceedo,1e4f199c-363b-451b-a164-f94571075ee5
ef2af423-5c6b-aa93-071b-79be30dbadd4,Seed Round - Omgili,funding_round,omgili-seed--ef2af423,https://www.crunchbase.com/funding_round/omgili-seed--ef2af423,219694,39539.48419,43143.98753,ISR,,Tel Aviv,Tel Aviv,seed,39173,600000,600000,USD,,,,,c809bf03-acfb-a3d6-3f0c-01c47d7ef5c3,Omgili,
41113205-6d7c-aea2-e7a4-350082d8055c,Seed Round - FoxyTunes,funding_round,foxytunes-seed--41113205,https://www.crunchbase.com/funding_round/foxytunes-seed--41113205,399833,39543.11811,43143.9309,ISR,,Tel Aviv,Tel Aviv,seed,38353,,,,,,,2,e444b16f-c825-12f7-a6db-256a43d578ee,FoxyTunes,
d9eaa52d-f704-f685-31e8-9fe4840e886a,Angel Round - TripTouch,funding_round,triptouch-angel--d9eaa52d,https://www.crunchbase.com/funding_round/triptouch-angel--d9eaa52d,319123,39548.69038,43143.94583,ISR,,Tel Aviv,Tel Aviv,angel,39203,,,,,,,,86b966d8-5afe-0e6b-7f16-1908d9bdcead,TripTouch,
8e871b03-1ca8-f9bf-cdbd-71cb91b2ad38,Series A - Kenshoo,funding_round,kenshoo-series-a--8e871b03,https://www.crunchbase.com/funding_round/kenshoo-series-a--8e871b03,188049,39549.81964,43410.61387,ISR,,Tel Aviv,Tel Aviv,series_a,39545,1000000,1000000,USD,,,,1,0c90679b-f1f1-1746-0dc3-d8547af02346,Kenshoo,b484f2d9-01f6-35c2-5d59-31f6146f8b40
2b036965-7ba9-5e6a-4fdd-8394bc5518cf,Series A - fring,funding_round,fring-series-a--2b036965,https://www.crunchbase.com/funding_round/fring-series-a--2b036965,324739,39553.30331,43143.97921,ISR,,Tel Aviv,Tel Aviv,series_a,38777,3000000,3000000,USD,,,,2,b94dd8d9-a918-4d94-8373-e4ca6c7d34b7,fring,
7056853f-13eb-355a-6cd2-e97d9cf1bd38,Seed Round - Jinni Media,funding_round,jinni-media-seed--7056853f,https://www.crunchbase.com/funding_round/jinni-media-seed--7056853f,410544,39573.90231,43143.98968,ISR,,Tel Aviv,Tel Aviv,seed,39448,1100000,1100000,USD,,,,1,4f9aec42-a89d-c9fd-b104-bbb68206c90b,Jinni Media,
902437d8-b73d-db04-261b-53888d5a2646,Series B - PrimeSense,funding_round,primesense-series-b--902437d8,https://www.crunchbase.com/funding_round/primesense-series-b--902437d8,198874,39574.83764,43143.98729,ISR,,Tel Aviv,Tel Aviv,series_b,39574,20400000,20400000,USD,,,,3,9c3ae5de-5243-699d-6800-d6f8ada2e9cd,PrimeSense,26bcf130-4aa8-a3b3-3571-1b8f13143370
7ba77455-a562-de1c-ed8e-5fd3fdda4525,Angel Round - Picitup,funding_round,picitup-angel--7ba77455,https://www.crunchbase.com/funding_round/picitup-angel--7ba77455,426181,39580.47557,43143.99796,ISR,,Tel Aviv,Ramat Gan,angel,38718,,,,,,,,71c3f2a1-6a7f-c6c9-b41d-8496b1cbfdff,Picitup,
ec982249-6d59-4dc3-a637-8dbf9b4fed74,Series A - StarNet Interactive,funding_round,starnet-interactive-series-a--ec982249,https://www.crunchbase.com/funding_round/starnet-interactive-series-a--ec982249,234899,39589.04736,43143.98633,ISR,,Tel Aviv,Tel Aviv,series_a,39072,2700000,2700000,USD,,,,3,07e4baf0-887e-db8c-2acc-86edb81585d9,StarNet Interactive,e77866b2-c44e-63db-8831-6b74d724fd4b
37c6cac8-889b-15cb-4db3-11d01afac287,Series A - G.ho.st,funding_round,g-ho-st-series-a--37c6cac8,https://www.crunchbase.com/funding_round/g-ho-st-series-a--37c6cac8,364834,39597.88771,43143.98543,ISR,,Yerushalayim,Jerusalem,series_a,39597,3000000,3000000,USD,,,,1,484b3556-34a1-8d45-179d-112e231371d5,G.ho.st,fe2d1e8b-f607-3c9f-fad7-98fb8412f77e
be5bf794-1fd8-f054-5e04-f6aa2fc5b350,Series B - LiveU,funding_round,liveu-series-b--be5bf794,https://www.crunchbase.com/funding_round/liveu-series-b--be5bf794,335963,39601.88885,43143.98382,ISR,,HaMerkaz,Kfar Saba,series_b,39602,9000000,9000000,USD,,,,2,bc48e340-35a0-0799-04d0-f69bc2f8f2a4,LiveU,26bcf130-4aa8-a3b3-3571-1b8f13143370
6c8fec79-69d0-e293-1583-9746a2b98c65,Seed Round - Cam-Trax Technologies,funding_round,cam-trax-technologies-seed--6c8fec79,https://www.crunchbase.com/funding_round/cam-trax-technologies-seed--6c8fec79,123389,39610.82309,43143.95638,ISR,,Tel Aviv,Ramat Gan,seed,39479,200000,200000,USD,,,,,68ad07f7-8be5-19c4-9f14-1b70b694417f,Cam-Trax Technologies,
a1113e4f-c463-86f7-dc02-e7f6aae0adb7,Series A - LabPixies,funding_round,labpixies-series-a--a1113e4f,https://www.crunchbase.com/funding_round/labpixies-series-a--a1113e4f,339248,39615.10888,43143.98287,ISR,,Tel Aviv,Tel Aviv,series_a,39600,1000000,1000000,USD,,,,8,e1b701eb-79c4-866b-f481-d8faf8f78a52,LabPixies,
bfe52cce-ee35-4965-3ef4-7e02849c09ad,Series B - mPortico,funding_round,mportico-series-b--bfe52cce,https://www.crunchbase.com/funding_round/mportico-series-b--bfe52cce,418851,39615.75861,43143.9944,ISR,,Tel Aviv,Herzliya,series_b,39578,2300000,2300000,USD,,,,1,7786170c-6fe5-95db-e259-697a37d626f5,mPortico,5a0ce2c5-c0aa-cc82-7b8f-00db4bde0903
cd097a52-9944-857f-fe5b-5633c4e4a22b,Seed Round - mPortico,funding_round,mportico-seed--cd097a52,https://www.crunchbase.com/funding_round/mportico-seed--cd097a52,158876,39616.42588,43143.96573,ISR,,Tel Aviv,Herzliya,seed,39013,800000,800000,USD,,,,,7786170c-6fe5-95db-e259-697a37d626f5,mPortico,
8fd3c713-dd8a-eec6-239d-86354fed9093,Angel Round - mPortico,funding_round,mportico-angel--8fd3c713,https://www.crunchbase.com/funding_round/mportico-angel--8fd3c713,267715,39618.26826,43143.97903,ISR,,Tel Aviv,Herzliya,angel,39295,500000,500000,USD,,,,,7786170c-6fe5-95db-e259-697a37d626f5,mPortico,
cbedec3b-32dc-a28d-9b43-9b79e15422ed,Series A - Jogli,funding_round,jogli-series-a--cbedec3b,https://www.crunchbase.com/funding_round/jogli-series-a--cbedec3b,178373,39618.41038,43143.9823,ISR,,Tel Aviv,Tel Aviv,series_a,39569,900000,900000,USD,,,,,1e12d0d6-e9bb-d1b9-43bf-08119cd6e607,Jogli,
516d19c3-93eb-d811-50d0-a49edf23d175,Seed Round - Jogli,funding_round,jogli-seed--516d19c3,https://www.crunchbase.com/funding_round/jogli-seed--516d19c3,318577,39618.41038,43143.99818,ISR,,Tel Aviv,Tel Aviv,seed,39142,50000,50000,USD,,,,,1e12d0d6-e9bb-d1b9-43bf-08119cd6e607,Jogli,
27f4eeec-7e96-3ed4-bbb7-73b9244d2bfa,Angel Round - PLYmedia,funding_round,plymedia-angel--27f4eeec,https://www.crunchbase.com/funding_round/plymedia-angel--27f4eeec,235809,39631.62319,43143.98635,ISR,,Tel Aviv,Tel Aviv,angel,39052,700000,700000,USD,,,,3,6b8046fa-6cd6-7c50-6609-cecda723cded,PLYmedia,
d74d7315-cc93-ddd7-adbe-822913d54757,Seed Round - YouLicense,funding_round,youlicense-seed--d74d7315,https://www.crunchbase.com/funding_round/youlicense-seed--d74d7315,227509,39664.72644,43143.98265,ISR,,Tel Aviv,Tel Aviv,seed,39326,100000,100000,USD,,,,1,ec482114-a406-3330-1a2a-e0ef7ff37a90,YouLicense,
54fc5b83-3513-f0e3-ebe8-7db6623102a7,Series A - YouLicense,funding_round,youlicense-series-a--54fc5b83,https://www.crunchbase.com/funding_round/youlicense-series-a--54fc5b83,204379,39667.27365,43143.9778,ISR,,Tel Aviv,Tel Aviv,series_a,39904,1000000,1000000,USD,,,,2,ec482114-a406-3330-1a2a-e0ef7ff37a90,YouLicense,"cea8a82e-1b29-ea8f-9dd2-5a63edd85016,dbebcb94-5332-686e-f4e0-e82f39b2ffe1"
986ee690-7da5-10aa-398c-98c794c8e4a2,Series B - InstallFree,funding_round,installfree-series-b--986ee690,https://www.crunchbase.com/funding_round/installfree-series-b--986ee690,378393,39672.21558,43143.99605,ISR,,HaMerkaz,Ra'anana,series_b,39671,8500000,8500000,USD,,,,2,bad35fd0-7f25-9b2e-03c7-2a1261da1b33,InstallFree,"abe91173-e426-01ec-361c-651504d28f48,55c39380-b9f5-2b46-6e1f-746c08b9e8a4"
2889ff57-20b5-6653-8dea-00bf63903606,Series A - Tweegee,funding_round,tweegee-series-a--2889ff57,https://www.crunchbase.com/funding_round/tweegee-series-a--2889ff57,292621,39689.70784,43143.96115,ISR,,Tel Aviv,Ramat Gan,series_a,39569,3000000,3000000,USD,,,,,26922cea-86b9-e639-47ef-d6c19dc948af,Tweegee,
1d19f3e3-d1c2-4f19-7286-669a62e3f186,Series A - modu,funding_round,modu-series-a--1d19f3e3,https://www.crunchbase.com/funding_round/modu-series-a--1d19f3e3,377144,39689.93221,43143.98234,ISR,,HaMerkaz,Kfar Saba,series_a,39636,58000000,58000000,USD,,,,,2cd7135a-78d1-d0bc-5445-0bde1dca38f1,modu,
623064d6-157a-972d-7926-d97902bbb941,Series A - Delver,funding_round,delver-series-a--623064d6,https://www.crunchbase.com/funding_round/delver-series-a--623064d6,161837,39692.28877,43143.98412,ISR,,Tel Aviv,Herzliya,series_a,39648,1750000,1750000,USD,,,,1,d6ccac27-97ef-e13e-a6d1-cbac2e8bc1bb,Delver,
d88b44f1-bd6d-afdb-c000-77130da935df,Series D - MyHeritage,funding_round,myheritage-series-d--d88b44f1,https://www.crunchbase.com/funding_round/myheritage-series-d--d88b44f1,106906,39698.02459,43143.98141,ISR,,Tel Aviv,Or Yehuda,series_d,39697,15000000,15000000,USD,,,,2,1a766013-4ab1-3716-24b6-95542c984430,MyHeritage,60b5dade-24ed-84b0-99e2-1ecda554a1ab
8d9a2fd1-4b39-c36a-9d48-c47f5d650115,Seed Round - Infima Technologies,funding_round,infima-technologies-seed--8d9a2fd1,https://www.crunchbase.com/funding_round/infima-technologies-seed--8d9a2fd1,129795,39734.44399,43143.98703,ISR,,Tel Aviv,Herzliya,seed,38833,380000,380000,USD,,,,,e9100887-f4d9-c990-b30c-1a6067573b84,Infima Technologies,
3ddc530d-871e-79aa-9f18-d7c6014381af,Angel Round - Infima Technologies,funding_round,infima-technologies-angel--3ddc530d,https://www.crunchbase.com/funding_round/infima-technologies-angel--3ddc530d,284389,39734.44399,43143.99645,ISR,,Tel Aviv,Herzliya,angel,39711,250000,250000,USD,,,,1,e9100887-f4d9-c990-b30c-1a6067573b84,Infima Technologies,
8505f3d1-9900-ba99-329e-cca2d9817a48,Series B - Wix,funding_round,wix-series-b--8505f3d1,https://www.crunchbase.com/funding_round/wix-series-b--8505f3d1,178054,39734.79398,43143.98917,ISR,,Tel Aviv,Tel Aviv,series_b,39734,3500000,3500000,USD,,,,2,b04f6634-a9f2-868d-d26a-fde29ab6a7a9,Wix,
35efcfcc-09ca-9220-fbcc-0e4199fa4b10,Series A - IMScouting,funding_round,imscouting-series-a--35efcfcc,https://www.crunchbase.com/funding_round/imscouting-series-a--35efcfcc,420412,39741.61931,43143.99564,ISR,,Tel Aviv,Ramat Gan,series_a,39479,,,,,,,2,2e63025f-98d1-cafd-3fe1-3b4a9722f2ed,IMScouting,
a6f5ba6a-0413-c09a-aeb2-4382dede0f7c,Angel Round - Joongel,funding_round,joongel-angel--a6f5ba6a,https://www.crunchbase.com/funding_round/joongel-angel--a6f5ba6a,290422,39749.20583,43143.95108,ISR,,Tel Aviv,Ramat Hasharon,angel,39748,100000,100000,USD,,,,1,cfa43778-6d0d-7b98-151e-7ec2836a8cc9,Joongel,
e10ca1fc-10cf-0161-92dd-4c5b4761fdfd,Series C - LucidLogix Technologies,funding_round,lucidlogix-technologies-series-c--e10ca1fc,https://www.crunchbase.com/funding_round/lucidlogix-technologies-series-c--e10ca1fc,160965,39754.04528,43143.97476,ISR,,HaMerkaz,Kefar Netter,series_c,39745,18000000,18000000,USD,,,,3,b51b9178-095e-ad7c-ea2a-fe2395dc3a40,LucidLogix Technologies,"464c246f-275a-a8a5-1954-3bdf919a715a,d140721b-10ae-0e89-9d27-84dca947a787,1dd75c3c-5689-e307-dbc0-fd02ddf309f1"
99fbe500-a144-996b-4da9-dd0eef707af3,Angel Round - Qoof,funding_round,qoof-angel--99fbe500,https://www.crunchbase.com/funding_round/qoof-angel--99fbe500,227905,39754.46329,43143.98398,ISR,,Yerushalayim,Bet Shemesh,angel,39754,1700000,1700000,USD,,,,3,9e5fc0f3-e5c6-f648-8bd3-6b46cd4f9190,Qoof,
fb342545-6d52-1da8-239c-b325274bd070,Series A - Boxee,funding_round,boxee-series-a--fb342545,https://www.crunchbase.com/funding_round/boxee-series-a--fb342545,249789,39770.87483,43143.97639,ISR,,Tel Aviv,Tel Aviv,series_a,39770,4000000,4000000,USD,,,,4,e25101ce-105a-e8b1-d09c-647390ad5bf7,Boxee,"18019029-7c3e-8476-c4f3-9216298db9e1,b5d0d7dd-cfc2-4c56-9ed4-847db73f8cee"
f2acfd58-93e2-fe64-e5d3-6c54d96a817e,Angel Round - BetUknow,funding_round,betuknow-angel--f2acfd58,https://www.crunchbase.com/funding_round/betuknow-angel--f2acfd58,173517,39781.54102,43143.94578,ISR,,Tel Aviv,Tel Aviv,angel,39264,750000,750000,USD,,,,,057be7c4-a22d-a6ab-9df1-cc350607e0c8,BetUknow,
d14da238-663f-838e-0ef3-f4da93b9d7a5,Seed Round - Bloggerce,funding_round,bloggerce-seed--d14da238,https://www.crunchbase.com/funding_round/bloggerce-seed--d14da238,278060,39782.56155,43143.92672,ISR,,Yerushalayim,Jerusalem,seed,39448,20000,20000,USD,,,,,4b37422f-8968-b04d-22ff-87f559333577,Bloggerce,
8e4c1715-d66f-e117-d464-660bf70c9721,Angel Round - TrekCafe,funding_round,trekcafe-angel--8e4c1715,https://www.crunchbase.com/funding_round/trekcafe-angel--8e4c1715,418995,39804.46931,43143.99469,ISR,,Tel Aviv,Herzliya,angel,39448,,,,,,,,afc16705-1c3e-2fc4-5f39-e6cb1b4cf14d,TrekCafe,
ab0b9523-2b3a-92f5-1adf-c0220d120aee,Series A - Volas Entertainment,funding_round,volas-entertainment-series-a--ab0b9523,https://www.crunchbase.com/funding_round/volas-entertainment-series-a--ab0b9523,279101,39806.45471,43144.02606,ISR,,Tel Aviv,Herzliya,series_a,39022,,,,,,,,505fa11b-a132-7d7f-10ce-47b11f25a27d,Volas Entertainment,
f0f5498b-2e78-8375-d9ff-89be4e21e648,Series A - CTERA Networks,funding_round,ctera-networks-series-a--f0f5498b,https://www.crunchbase.com/funding_round/ctera-networks-series-a--f0f5498b,237614,39819.70098,43143.98328,ISR,,HaMerkaz,Petah Tiqva,series_a,39819,9000000,9000000,USD,,,,1,56b2a338-1f64-5ac0-1bb7-30b721dd1689,CTERA Networks,fe2d1e8b-f607-3c9f-fad7-98fb8412f77e
048b0806-76ab-c0ba-9239-9b44e4db2832,"Private Equity Round - Mobileye, an Intel Company",funding_round,mobileye-vision-technologies-private-equity--048b0806,https://www.crunchbase.com/funding_round/mobileye-vision-technologies-private-equity--048b0806,354935,39820.72839,43143.99571,ISR,,Yerushalayim,Jerusalem,private_equity,39367,100000000,100000000,USD,600000000,600000000,USD,1,11db2789-2e31-5263-3971-368e0de0b4af,"Mobileye, an Intel Company",30b3efdf-6024-804d-ea55-c4d1a8dfc86c
